Feature Type,Municipality,Place Name,Longitude,Latitude,Historical Information,Url,Suburb,Categories
Park,Mornington Peninsula Shire Council,E G Ritchie Memorial Flora Reserve,144.7683377,-38.3723557,,,Blairgowrie,"['Mornington Peninsula Shire Council', 'Blairgowrie', 'Park']"
Park,Mornington Peninsula Shire Council,Earimil Creek Reserve,145.0870785,-38.200579,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Earimil Reserve,145.073827,-38.1831316,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,East Crescent Reserve,145.17702869999997,-38.3909311,,,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,Ecco Park,145.0135443,-38.2762796,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Elizabeth Drive Reserve,144.9149275,-38.3747576,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Elizabeth Reserve,145.0452591,-38.2246626,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Elizabeth Street Reserve,145.18631240000005,-38.3095845,,,Hastings,"['Mornington Peninsula Shire Council', 'Hastings', 'Park']"
Park,Mornington Peninsula Shire Council,Elsie Dorrington Reserve,145.0391362,-38.2254524,"On Friday 7 December, 1951, a 49-year-old housewife named Mrs. Elsie Dorrington became the Shire of Mornington's first woman Councillor, when six hundred ratepayers decided to break with tradition of no women in the Shire Council. Cr. Dorringtons' first job was to urge the Council to set up a home-help scheme and she also went on to initiate a number of social welfare schemes in the Shire. Mrs Dorrington served three terms as Councillor until 1958. In 1960 Mrs Dorrington was appointed as Victorian Justice of the Peace and sat on the bench at Mornington's Magistrates Court. From 1961 to 1969, Mrs Dorrington worked for the Department of Mental Hygiene as the Manager of Moorakyne Girls Hostel in Hawthorn. Elsie Dorrington passed away on 1 June, 1995 in Mount Eliza.",Ancestry.com,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Emil Madsen Reserve,145.0976728,-38.2177361,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Emu Plains Reserve,145.14153330000005,-38.3452439,,,Balnarring,"['Mornington Peninsula Shire Council', 'Balnarring', 'Park']"
Park,Mornington Peninsula Shire Council,Fairbairn Park,145.0103064,-38.28377860000001,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Fawkner Avenue Reserve,144.7679444,-38.3603093,,,Blairgowrie,"['Mornington Peninsula Shire Council', 'Blairgowrie', 'Park']"
Park,Mornington Peninsula Shire Council,Ferrero Reserve,145.02347,-38.26597,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Finlayson Avenue Reserve,144.9986083,-38.2877912,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Fitzjohns Court Reserve,144.7142583,-38.3210269,,,Portsea,"['Mornington Peninsula Shire Council', 'Portsea', 'Park']"
Park,Mornington Peninsula Shire Council,Flinders Golf Course,145.022176,-38.47804,,,Flinders,"['Mornington Peninsula Shire Council', 'Flinders', 'Park']"
Park,Mornington Peninsula Shire Council,Flinders Park,145.04588069999997,-38.2324724,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Flinders Recreation Reserve,145.0156944,-38.4706944,,,Flinders,"['Mornington Peninsula Shire Council', 'Flinders', 'Park']"
Park,Mornington Peninsula Shire Council,Flinders Street Reserve,145.1777841,-38.34588170000001,,,Bittern,"['Mornington Peninsula Shire Council', 'Bittern', 'Park']"
Park,Mornington Peninsula Shire Council,Foreshore Reserve,145.16357,-38.3953319,,,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,French Street Reserve,144.8049465,-38.383837,,,Rye,"['Mornington Peninsula Shire Council', 'Rye', 'Park']"
Park,Mornington Peninsula Shire Council,Fruit Growers Reserve,145.1739567,-38.2255146,,,Somerville,"['Mornington Peninsula Shire Council', 'Somerville', 'Park']"
Park,Mornington Peninsula Shire Council,Fulton Reserve,145.1023611,-38.1873611,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Garden Square,145.16097219999997,-38.3920833,,,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,Garden Square Reserve,145.16099319999995,-38.3922459,,,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,Gary Watson Oval,145.0234722,-38.2659722,Named in honour of a former coach and Vice President of the Mt Martha Junior Football Club.,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Gaskin Avenue Reserve,145.1910073,-38.3148608,,,Hastings,"['Mornington Peninsula Shire Council', 'Hastings', 'Park']"
Park,Mornington Peninsula Shire Council,George A Bishop Reserve,144.9648168,-38.3324994,,,Dromana,"['Mornington Peninsula Shire Council', 'Dromana', 'Park']"
Park,Mornington Peninsula Shire Council,Goolgowie Bushland Reserve,144.9295344,-38.3840815,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Gordon Rolfe Reserve,145.2367707,-38.2528588,,,Tyabb,"['Mornington Peninsula Shire Council', 'Tyabb', 'Park']"
Park,Mornington Peninsula Shire Council,Goris Close Reserve,145.1696685,-38.33799929999999,,,Bittern,"['Mornington Peninsula Shire Council', 'Bittern', 'Park']"
Park,Mornington Peninsula Shire Council,Graham Myers Memorial Reserve,145.16830190000005,-38.3402379,,,Bittern,"['Mornington Peninsula Shire Council', 'Bittern', 'Park']"
Park,Mornington Peninsula Shire Council,Grant Road Reserve,145.1755669,-38.2181718,,,Baxter,"['Mornington Peninsula Shire Council', 'Baxter', 'Park']"
Park,Mornington Peninsula Shire Council,Greenlaw Reserve,145.02401310000005,-38.27509420000001,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Grevillea Court Reserve,145.0562862,-38.2286967,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Guide Hall,145.0368145,-38.2328708,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Hanns Creek Reserve,145.10811030000005,-38.3838061,,,Balnarring,"['Mornington Peninsula Shire Council', 'Balnarring', 'Park']"
Park,Mornington Peninsula Shire Council,Harold Holt Marine Reserve,144.6620833,-38.3145833,,,Portsea,"['Mornington Peninsula Shire Council', 'Portsea', 'Park']"
Park,Mornington Peninsula Shire Council,Harrap Creek Reserve,145.0475544,-38.2532864,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Harry Blythe Playground,144.7859795,-38.366844,,,Blairgowrie,"['Mornington Peninsula Shire Council', 'Blairgowrie', 'Park']"
Park,Mornington Peninsula Shire Council,Hastings Foreshore Reserve,145.1927118,-38.2979538,,,Hastings,"['Mornington Peninsula Shire Council', 'Hastings', 'Park']"
Park,Mornington Peninsula Shire Council,Hastings Park,145.1879853,-38.2968953,,,Hastings,"['Mornington Peninsula Shire Council', 'Hastings', 'Park']"
Park,Mornington Peninsula Shire Council,Hibiscus Grove Reserve,144.7917325,-38.3712579,,,Rye,"['Mornington Peninsula Shire Council', 'Rye', 'Park']"
Park,Mornington Peninsula Shire Council,Hillview Community Reserve,144.9801078,-38.3461238,,,Dromana,"['Mornington Peninsula Shire Council', 'Dromana', 'Park']"
Park,Mornington Peninsula Shire Council,Hopetoun Norfolk Flora & Fauna Reserve,145.0252186,-38.2785657,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Hopetoun Reserve,145.02844009999995,-38.2752769,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Horizons Community Park,144.9973531,-38.3160791,,,Safety Beach,"['Mornington Peninsula Shire Council', 'Safety Beach', 'Park']"
Park,Mornington Peninsula Shire Council,Hove Road Bushland Reserve,145.0188358,-38.2853778,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Howard Parker Reserve,145.086763,-38.1819943,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Hutchins Park,145.0473728,-38.239487200000006,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Hyperno Way Reserve,145.0469735,-38.25585039999999,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Iluka Place Reserve,145.04001719999997,-38.227879,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Inverness Court Reserve,145.1801524,-38.2365074,,,Somerville,"['Mornington Peninsula Shire Council', 'Somerville', 'Park']"
Park,Mornington Peninsula Shire Council,J A  Babington Park,145.1898611,-38.2970833,"Jack Babington grew up in Hastings, and served in the 2/4 Battalion Anti Aircraft, seeing service in Papua New Guinea and Borneo until the end of World War II. He owned and ran a hardware and grocery store and supermarket in Hastings for 20 years. He was a member of the local Progress Association, Hastings Hall Committee, and had 20 years service in the Hastings Fire Brigade, as well as a long and distinguished career in Council. ",,Hastings,"['Mornington Peninsula Shire Council', 'Hastings', 'Park']"
Park,Mornington Peninsula Shire Council,J R Anderson Reserve,145.0357561,-38.2583053,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,J T Smith Reserve,145.0868782,-38.1844266,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Jacaranda Drive Reserve,145.1576533,-38.1938843,,,Baxter,"['Mornington Peninsula Shire Council', 'Baxter', 'Park']"
Park,Mornington Peninsula Shire Council,Jackson Way Reserve,144.9695081,-38.34779210000001,,,Arthurs Seat,"['Mornington Peninsula Shire Council', 'Arthurs Seat', 'Park']"
Park,Mornington Peninsula Shire Council,James Court Reserve,145.0197645,-38.2719225,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,James Ford Reserve,144.7195833,-38.3270833,"Named after James Ford who held a pastoral lease at Point Nepean in the early 1840s where he raised horses, wheat and other farm produce for ships and the quarantine station.  He also ran a lime kiln and built the first Jetty at Portsea to load ketches with lime bound for Melbourne.  It is understood that he named the village 'Portsea' and established the first baths and hotel in the area.  Ford was also owner of the land which comprises the newly created subdivision that includes the reserve.  ",,Portsea,"['Mornington Peninsula Shire Council', 'Portsea', 'Park']"
Park,Mornington Peninsula Shire Council,Jessie White Reserve,145.08322119999997,-38.1854514,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,John Butler Reserve,145.088311,-38.1861376,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Joseph Harris Scout Park,145.0045833,-38.29125,"Joseph Harris arrived from England in 1856 and initially made his name as a nurseryman. He was chairman of the metropolitan parks and gardens board and was connected with the Burnley Horticultural Society and with the landscaping of the a number of years and was knighted for his services. In the late 1800's he acquired the site of the Scout Camp, with an early emphasis on the planting of exotic species. On his death in 1925 the family gave the land to the Boy Scouts Association and in 1932 the Governor and Chief Scout of Victoria, Lord  Somers, officially opened the Scout Camp.",,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Kackeraboite Creek Reserve,145.101025,-38.1672995,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Kangerong Nature Conservation Reserve,145.0442078,-38.3611473,,,Merricks North,"['Mornington Peninsula Shire Council', 'Merricks North', 'Park']"
Park,Mornington Peninsula Shire Council,Karina-Kiandra Reserve,145.04513300000005,-38.2440408,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Kennedy Road Reserve,145.17124919999995,-38.3908625,,,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,Kevin Street Reserve,144.8495026,-38.37238789999999,,,Tootgarook,"['Mornington Peninsula Shire Council', 'Tootgarook', 'Park']"
Park,Mornington Peninsula Shire Council,King Creek Bushland Reserve,145.1700416,-38.2937177,,,Hastings,"['Mornington Peninsula Shire Council', 'Hastings', 'Park']"
Park,Mornington Peninsula Shire Council,Kirton Reserve,145.07545530000004,-38.24114470000001,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Koala Court Reserve,145.1739747,-38.3899879,,,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,Langrigg Avenue Reserve,145.014264,-38.2672111,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Latrobe Reserve,144.9463273,-38.341278,,,Dromana,"['Mornington Peninsula Shire Council', 'Dromana', 'Park']"
Park,Mornington Peninsula Shire Council,Lawson Park,144.9131081,-38.3605467,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Lens Reserve,145.18236509999997,-38.3508777,,,Bittern,"['Mornington Peninsula Shire Council', 'Bittern', 'Park']"
Park,Mornington Peninsula Shire Council,Lochiel Avenue Reserve,145.012879,-38.2674734,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Lombardy Avenue,144.9785663,-38.3430186,,,Dromana,"['Mornington Peninsula Shire Council', 'Dromana', 'Park']"
Park,Mornington Peninsula Shire Council,Lomica Drive Reserve,145.18048000000005,-38.3105309,,,Hastings,"['Mornington Peninsula Shire Council', 'Hastings', 'Park']"
Park,Mornington Peninsula Shire Council,Long Point Reserve,144.9138378,-38.4519676,,,Boneo,"['Mornington Peninsula Shire Council', 'Boneo', 'Park']"
Park,Mornington Peninsula Shire Council,Lord Somers Camp Playing Field,145.1477182,-38.3903742,,,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,Lorikeet Reserve,145.1024228,-38.1876237,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Lornas Triangle Bushland Reserve,145.17017719999996,-38.3501502,"Named for Lorna Bennetts, a former Councillor of 17 years until December 1987. She was heavily involved in establishing the Balnarring Senior Citizens Club, kindergarten, Bowling Club and the Merricks/ Red Hill Trail. The reserve was named after her due to her dedication to the protection of the environment. ",,Bittern,"['Mornington Peninsula Shire Council', 'Bittern', 'Park']"
Park,Mornington Peninsula Shire Council,Lugano Avenue Reserve,144.9816324,-38.334637,,,Dromana,"['Mornington Peninsula Shire Council', 'Dromana', 'Park']"
Park,Mornington Peninsula Shire Council,Main Ridge Flora Reserve,144.9947415,-38.41372020000001,,,Red Hill,"['Mornington Peninsula Shire Council', 'Red Hill', 'Park']"
Park,Mornington Peninsula Shire Council,Mann Drive Reserve,145.1016642,-38.172758,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Marie Court Reserve,145.1034238,-38.1918781,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Marshall Street Reserve,144.8424372,-38.37875560000001,,,Tootgarook,"['Mornington Peninsula Shire Council', 'Tootgarook', 'Park']"
Park,Mornington Peninsula Shire Council,Mathis Avenue Reserve,144.8443675,-38.3844101,,,Tootgarook,"['Mornington Peninsula Shire Council', 'Tootgarook', 'Park']"
Park,Mornington Peninsula Shire Council,Melbourne Road Linear Reserve,144.7499824,-38.3528965,,,Sorrento,"['Mornington Peninsula Shire Council', 'Sorrento', 'Park']"
Park,Mornington Peninsula Shire Council,Merricks Beach Foreshore Reserve,145.0905572,-38.4061873,,,Red Hill South,"['Mornington Peninsula Shire Council', 'Red Hill South', 'Park']"
Park,Mornington Peninsula Shire Council,Merricks Station Ground Reserve,145.0868056,-38.3890278,,,Red Hill South,"['Mornington Peninsula Shire Council', 'Red Hill South', 'Park']"
Park,Mornington Peninsula Shire Council,Merricks Trail,145.0274568,-38.380496,,,Red Hill South,"['Mornington Peninsula Shire Council', 'Red Hill South', 'Park']"
Park,Mornington Peninsula Shire Council,Millbank Bushland Reserve,145.1077081,-38.1932434,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Milton Reserve,144.7966383,-38.3726819,,,Rye,"['Mornington Peninsula Shire Council', 'Rye', 'Park']"
Park,Mornington Peninsula Shire Council,Moorhead Avenue Reserve,145.05122450000005,-38.2462645,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Moorooduc Quarry Flora And Fauna Reserve,145.11032859999997,-38.2060852,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Moorooduc Quarry Reserve,145.1109722,-38.2065278,"Traditional name: Murraduk. 'Dark', 'Night'",,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Moorooduc Recreation Reserve,145.1037679,-38.2565032,,,Moorooduc,"['Mornington Peninsula Shire Council', 'Moorooduc', 'Park']"
Park,Mornington Peninsula Shire Council,Moorooduc Reserve,145.09625,-38.2495833,"Traditional name: Murraduk. 'Dark', 'Night'",,Moorooduc,"['Mornington Peninsula Shire Council', 'Moorooduc', 'Park']"
Park,Mornington Peninsula Shire Council,Morell Reserve,145.0394355,-38.2160028,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Mornington And District Memorial Park,145.03617450000004,-38.2215532,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Mornington Park,145.03450980000005,-38.215968,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Mount Eliza Park,145.0971269,-38.204646,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Mount Eliza Regional Park,145.1056569,-38.2113562,,,Moorooduc,"['Mornington Peninsula Shire Council', 'Moorooduc', 'Park']"
Park,Mornington Peninsula Shire Council,Mount Martha Public Golf Course,145.0243056,-38.28625,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Mount Martha Public Park,145.00347219999998,-38.2956944,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Mt Eliza Way Reserve,145.09535580000005,-38.179865,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,Mt Martha Bowling Club,145.0210324,-38.26779929999999,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Narambi Station Reserve,145.0603045,-38.2297648,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Narang Court Reserve,145.0603836,-38.2239424,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Nisson Court Reserve,145.1683865,-38.3924675,,,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,Nixon Street Reserve,144.9148645,-38.3695916,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Noel Street Reserve,144.8108615,-38.37699979999999,,,Rye,"['Mornington Peninsula Shire Council', 'Rye', 'Park']"
Park,Mornington Peninsula Shire Council,Nunns Reserve,145.0300043,-38.2300139,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Oakridge Reserve,145.0671591,-38.21975850000001,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Ocean Park,144.7598611,-38.36875,,,Blairgowrie,"['Mornington Peninsula Shire Council', 'Blairgowrie', 'Park']"
Park,Mornington Peninsula Shire Council,Olivers Creek Bushland Reserve,145.15880380000004,-38.2595485,,,Tyabb,"['Mornington Peninsula Shire Council', 'Tyabb', 'Park']"
Park,Mornington Peninsula Shire Council,Olstead Drive Reserve,145.15373380000003,-38.1963641,,,Baxter,"['Mornington Peninsula Shire Council', 'Baxter', 'Park']"
Park,Mornington Peninsula Shire Council,Olympic Park,144.8951697,-38.3695811,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Osbourne Drive Reserve,145.0340762,-38.25064,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Osment Court Reserve,145.19933569999995,-38.3548665,,,Crib Point,"['Mornington Peninsula Shire Council', 'Crib Point', 'Park']"
Park,Mornington Peninsula Shire Council,Peninsula Gardens Bushland Reserve,144.92326730000005,-38.3922885,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Penton Park,145.1732271,-38.2316214,,,Somerville,"['Mornington Peninsula Shire Council', 'Somerville', 'Park']"
Park,Mornington Peninsula Shire Council,Peter Shelmerdine Reserve,144.7204298,-38.3276431,"Named after Councillor Shelmerdine who gave great assistance in establishing the reserve. Peter Edgar Shelmerdine (1925-1990) was an active supporter of a wide range of local improvements, and a successful business man and restaurateur.",,Portsea,"['Mornington Peninsula Shire Council', 'Portsea', 'Park']"
Park,Mornington Peninsula Shire Council,Pine Avenue Reserve,145.034281,-38.2321304,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Pine Grove Reserve,145.05178669999995,-38.4183116,,,Shoreham,"['Mornington Peninsula Shire Council', 'Shoreham', 'Park']"
Park,Mornington Peninsula Shire Council,Pioneer Memorial Garden,144.73625,-38.3404167,"The garden was first laid down in 1977.  It was designed in a Victorian style in keeping with the nearby Mechanics Institute and the reconstructed Pioneer's Cottage.  It had been know locally as the Victorian Garden and the Sunken Garden, but these names were never registered.",,Sorrento,"['Mornington Peninsula Shire Council', 'Sorrento', 'Park']"
Park,Mornington Peninsula Shire Council,Pitt Reserve,145.0290104,-38.23273029999999,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Point King Foreshore Reserve,144.73844619999997,-38.3247294,,,Sorrento,"['Mornington Peninsula Shire Council', 'Sorrento', 'Park']"
Park,Mornington Peninsula Shire Council,Police Point Shire Park,144.7016754,-38.31717800000001,,,Portsea,"['Mornington Peninsula Shire Council', 'Portsea', 'Park']"
Park,Mornington Peninsula Shire Council,Poplar Drive Reserve,144.9159297,-38.37196470000001,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Port Phillip Drive Reserve,145.04664419999997,-38.2360247,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Portsea Golf Course,144.7020833,-38.3198611,,,Portsea,"['Mornington Peninsula Shire Council', 'Portsea', 'Park']"
Park,Mornington Peninsula Shire Council,Portsea Lagoon,144.7138052,-38.3283975,,,Portsea,"['Mornington Peninsula Shire Council', 'Portsea', 'Park']"
Park,Mornington Peninsula Shire Council,Quinns Park,144.8586911,-38.3698374,,,Tootgarook,"['Mornington Peninsula Shire Council', 'Tootgarook', 'Park']"
Park,Mornington Peninsula Shire Council,Quinton Court Reserve,145.0993205,-38.1776304,,,Mount Eliza,"['Mornington Peninsula Shire Council', 'Mount Eliza', 'Park']"
Park,Mornington Peninsula Shire Council,R J Rowley Recreation Reserve,144.81207890000005,-38.37310170000001,,,Rye,"['Mornington Peninsula Shire Council', 'Rye', 'Park']"
Park,Mornington Peninsula Shire Council,R M Hooper Reserve,145.1379717,-38.2856909,,,Moorooduc,"['Mornington Peninsula Shire Council', 'Moorooduc', 'Park']"
Park,Mornington Peninsula Shire Council,R W Stone Reserve,145.1631416,-38.3896483,"Commemorates Ronald W. Stone, who ran the Somers general store from 1927 to 1978 and was responsible for many community improvements in the Somers area.",,Somers,"['Mornington Peninsula Shire Council', 'Somers', 'Park']"
Park,Mornington Peninsula Shire Council,Radnor Rise Reserve,145.179835,-38.2430101,,,Somerville,"['Mornington Peninsula Shire Council', 'Somerville', 'Park']"
Park,Mornington Peninsula Shire Council,Ramsay Court Reserve,145.0140978,-38.2734893,,,Mount Martha,"['Mornington Peninsula Shire Council', 'Mount Martha', 'Park']"
Park,Mornington Peninsula Shire Council,Raws Reserve,145.0748044,-38.4226889,,,Point Leo,"['Mornington Peninsula Shire Council', 'Point Leo', 'Park']"
Park,Mornington Peninsula Shire Council,Raymond Street Reserve,145.1715692,-38.2222999,,,Somerville,"['Mornington Peninsula Shire Council', 'Somerville', 'Park']"
Park,Mornington Peninsula Shire Council,Recreation Reserve,144.9565976,-38.3373086,,,Dromana,"['Mornington Peninsula Shire Council', 'Dromana', 'Park']"
Park,Mornington Peninsula Shire Council,Richardson Drive Reserve,145.0538899,-38.2283947,,,Mornington,"['Mornington Peninsula Shire Council', 'Mornington', 'Park']"
Park,Mornington Peninsula Shire Council,Robertson Recreation Reserve,145.12347219999995,-38.3904167,,,Balnarring Beach,"['Mornington Peninsula Shire Council', 'Balnarring Beach', 'Park']"
Park,Mornington Peninsula Shire Council,Roger Penman Reserve,144.77847219999995,-38.3620833,A resident who made significant contributions to the Southern Peninsula and Blairgowrie townships and was responsible for bringing the Lions Clubs to the Peninsula. The children's playground situated on the reserve was developed by the local Lions Club.,,Blairgowrie,"['Mornington Peninsula Shire Council', 'Blairgowrie', 'Park']"
Park,Mornington Peninsula Shire Council,Romney Park,144.8471929,-38.3715004,,,Tootgarook,"['Mornington Peninsula Shire Council', 'Tootgarook', 'Park']"
Park,Mornington Peninsula Shire Council,Rosebud Country Club,144.8993056,-38.37875,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Rosebud Public Park,144.9234722,-38.37013889999999,,,Rosebud,"['Mornington Peninsula Shire Council', 'Rosebud', 'Park']"
Park,Mornington Peninsula Shire Council,Rosina Street Reserve,144.79208640000004,-38.3853071,,,Rye,"['Mornington Peninsula Shire Council', 'Rye', 'Park']"
